Wall time,Step,Value
1725221536.1255772,0,0.12280339002609253
1725221663.3079562,1,0.11536075919866562
1725221785.9685714,2,0.10591964423656464
1725221907.6920514,3,0.10564399510622025
1725222030.4775958,4,0.10378333926200867
1725222152.4416456,5,0.10399007797241211
1725222270.343085,6,0.10095789283514023
1725222390.251363,7,0.09978637099266052
1725222507.1448934,8,0.09840810298919678
1725222632.267669,9,0.09957963228225708
1725222751.3224368,10,0.0990283265709877
