Wall time,Step,Value
1725226683.3584566,0,0.12280339002609253
1725226866.9722328,1,0.1662876456975937
1725227049.1320767,2,0.13837778568267822
1725227230.975151,3,0.13224449753761292
1725227413.2392883,4,0.1236303523182869
1725227595.338299,5,0.1169457659125328
1725227781.0971487,6,0.11377575993537903
1725227968.0758302,7,0.11012335121631622
1725228152.3673368,8,0.1108124852180481
1725228338.8496976,9,0.10833161324262619
1725228521.3696887,10,0.10578182339668274
