Wall time,Step,Value
1724343965.1132295,0,0.12280339002609253
1724345759.097248,21,0.127144917845726
1724347694.5026867,42,0.12059816718101501
1724349619.8946488,63,0.11274205893278122
1724351463.3763592,84,0.11033009737730026
1724353329.911716,105,0.10736682265996933
1724355181.127492,126,0.1055750846862793
1724357056.2586384,147,0.1057129055261612
1724358925.2420478,168,0.1042657271027565
1724360812.2696607,189,0.1029563769698143
1724362705.2203128,210,0.10137137025594711
