Wall time,Step,Value
1724070166.651059,0,0.12280339002609253
1724070365.3686817,1,0.0977189689874649
1724070582.6910994,2,0.09172351658344269
1724070783.7358413,3,0.09096547216176987
1724070980.6402555,4,0.0900006890296936
1724071181.4924378,5,0.09082765132188797
1724071383.8561664,6,0.08910481631755829
1724071585.110524,7,0.08958721160888672
1724071794.8766308,8,0.08876024931669235
1724071997.2658527,9,0.09006959944963455
1724072200.7920308,10,0.08938047289848328
