Wall time,Step,Value
1724401612.9267528,0,0.12280339002609253
1724403455.2926402,21,0.12797188758850098
1724405396.5374336,42,0.11928881704807281
1724407322.9063447,63,0.11377575993537903
1724409266.99044,84,0.10840052366256714
1724411240.786938,105,0.10826269537210464
1724413270.0223174,126,0.10619530081748962
1724415289.38463,147,0.10392116010189056
1724417342.3041975,168,0.10350768268108368
1724419403.423558,189,0.10206050425767899
1724421456.1656814,210,0.10157811641693115
