Wall time,Step,Value
1725273186.5100777,0,0.12280339002609253
1725273426.7248428,1,0.11150161921977997
1725273597.4239566,2,0.10516159981489182
1725273799.4432387,3,0.10219833254814148
1725273971.6819003,4,0.10130245983600616
1725274144.3803847,5,0.09937288612127304
1725274318.0280926,6,0.09634070843458176
1725274487.8483305,7,0.09668527543544769
1725274660.173705,8,0.09496244043111801
1725274831.032067,9,0.09475570172071457
1725275000.711168,10,0.09268830716609955
