Wall time,Step,Value
1724764985.2987068,0,0.12280339002609253
1724765105.515097,1,0.1095031350851059
1724765223.2651308,2,0.1030942052602768
1724765342.1940112,3,0.10302529484033585
1724765461.534562,4,0.09944180399179459
1724765580.7462914,5,0.09999310970306396
1724765699.3980052,6,0.0937909185886383
1724765815.9034085,7,0.095238097012043
1724765934.995669,8,0.09413548558950424
1724766052.7454398,9,0.09565157443284988
1724766171.4359465,10,0.0940665677189827
