Wall time,Step,Value
1725224497.1651819,0,0.12280339002609253
1725224691.3837063,1,0.13376060128211975
1725224867.725847,2,0.11921989917755127
1725225043.005717,3,0.11487837135791779
1725225218.0447435,4,0.11129488050937653
1725225392.046335,5,0.10964096337556839
1725225567.0334334,6,0.10764247924089432
1725225742.7804103,7,0.10784921795129776
1725225927.1785214,8,0.1080559566617012
1725226108.4251394,9,0.10461029410362244
1725226288.945986,10,0.1055750846862793
