Wall time,Step,Value
1724077482.1363208,0,0.12280339002609253
1724079188.1001868,1,0.12418165802955627
1724080963.6586063,2,0.12549100816249847
1724082759.773889,3,0.12645579874515533
1724084574.8383512,4,0.12762731313705444
1724086413.5229564,5,0.12914340198040009
1724088263.607632,6,0.12983253598213196
1724090132.152961,7,0.13024601340293884
1724091990.2487762,8,0.13045276701450348
1724093863.8951583,9,0.1300392746925354
1724095751.7507346,10,0.12997037172317505
