Wall time,Step,Value
1724141316.8648877,0,0.12280339002609253
1724142998.2082248,1,0.12376817315816879
1724144688.4906108,2,0.1252153515815735
1724146390.0845718,3,0.12618014216423035
1724148094.3842192,4,0.12707601487636566
1724149815.6176527,5,0.12831644713878632
1724151565.1603696,6,0.12928123772144318
1724153329.210061,7,0.12997037172317505
1724155114.9559577,8,0.13038384914398193
1724156900.6489503,9,0.1303149312734604
1724158696.3727067,10,0.1303149312734604
